Year,Name,BASIN,ISO_TIME,NATURE,LAT,LON,WMO WIND,WMO PRES,USA WIND,USA PRES,ENSO
2016,MATTHEW,,2016-10-06 18:00:00,TS,25.7,-78.3,120.0,937.0,120,937,El Niño
2016,MATTHEW,,2016-10-06 21:00:00,TS,26.2,-78.7,,,118,937,El Niño
2016,MATTHEW,,2016-10-07 00:00:00,TS,26.7,-79.0,115.0,937.0,115,937,El Niño
2016,MATTHEW,,2016-10-07 03:00:00,TS,27.2,-79.4,,,113,938,El Niño
2016,MATTHEW,,2016-10-07 06:00:00,TS,27.7,-79.7,110.0,939.0,110,939,El Niño
2016,MATTHEW,,2016-10-07 09:00:00,TS,28.3,-80.0,,,108,942,El Niño
2016,MATTHEW,,2016-10-07 12:00:00,TS,28.9,-80.3,105.0,944.0,105,944,El Niño
2016,MATTHEW,,2016-10-07 15:00:00,TS,29.3,-80.6,,,103,945,El Niño
2016,MATTHEW,,2016-10-07 18:00:00,TS,29.7,-80.7,100.0,946.0,100,946,El Niño
2016,MATTHEW,,2016-10-07 21:00:00,TS,30.2,-80.7,,,98,948,El Niño
2016,MATTHEW,,2016-10-08 00:00:00,TS,30.7,-80.6,95.0,949.0,95,949,El Niño
2016,MATTHEW,,2016-10-08 03:00:00,TS,31.1,-80.6,,,90,951,El Niño
2016,MATTHEW,,2016-10-08 06:00:00,TS,31.6,-80.6,85.0,953.0,85,953,El Niño
2016,MATTHEW,,2016-10-08 09:00:00,TS,32.1,-80.5,85.0,957.0,85,957,El Niño
2016,MATTHEW,,2016-10-08 12:00:00,TS,32.5,-79.9,80.0,963.0,80,963,El Niño
2016,MATTHEW,,2016-10-08 15:00:00,TS,33.0,-79.5,75.0,967.0,75,967,El Niño
2016,MATTHEW,,2016-10-08 18:00:00,TS,33.5,-79.0,70.0,973.0,70,973,El Niño
2016,MATTHEW,,2016-10-08 21:00:00,TS,33.7,-78.2,,,70,977,El Niño
2016,MATTHEW,,2016-10-09 00:00:00,TS,33.9,-77.3,70.0,981.0,70,981,El Niño
2016,MATTHEW,,2016-10-09 03:00:00,TS,34.3,-76.6,,,70,982,El Niño
2016,MATTHEW,,2016-10-09 06:00:00,TS,34.7,-76.0,70.0,983.0,70,983,El Niño
2016,MATTHEW,,2016-10-09 09:00:00,TS,34.9,-75.3,,,68,984,El Niño
2016,MATTHEW,,2016-10-09 12:00:00,ET,35.0,-74.5,65.0,984.0,65,984,El Niño
2016,MATTHEW,,2016-10-09 15:00:00,ET,35.1,-73.7,,,63,986,El Niño
2016,MATTHEW,,2016-10-09 18:00:00,ET,35.2,-72.8,60.0,987.0,60,987,El Niño
2016,MATTHEW,,2016-10-09 21:00:00,ET,35.3,-71.9,,,58,989,El Niño
2016,MATTHEW,,2016-10-10 00:00:00,ET,35.3,-71.1,55.0,990.0,55,990,El Niño
2016,HERMINE,,2016-08-28 18:00:00,TS,23.8,-81.4,30.0,1009.0,30,1009,El Niño
2016,HERMINE,,2016-08-28 21:00:00,TS,23.6,-81.9,,,30,1008,El Niño
2016,HERMINE,,2016-08-29 00:00:00,TS,23.4,-82.4,30.0,1007.0,30,1007,El Niño
2016,HERMINE,,2016-08-29 03:00:00,TS,23.4,-82.9,,,30,1007,El Niño
2016,HERMINE,,2016-08-29 06:00:00,TS,23.4,-83.3,30.0,1007.0,30,1007,El Niño
2016,HERMINE,,2016-08-29 09:00:00,TS,23.4,-83.7,,,30,1007,El Niño
2016,HERMINE,,2016-08-29 12:00:00,TS,23.5,-84.0,30.0,1007.0,30,1007,El Niño
2016,HERMINE,,2016-08-29 15:00:00,TS,23.6,-84.3,,,30,1006,El Niño
2016,HERMINE,,2016-08-29 18:00:00,TS,23.7,-84.6,30.0,1005.0,30,1005,El Niño
2016,HERMINE,,2016-08-29 21:00:00,TS,23.8,-85.0,,,30,1004,El Niño
2016,HERMINE,,2016-08-30 00:00:00,TS,23.8,-85.4,30.0,1003.0,30,1003,El Niño
2016,HERMINE,,2016-08-30 03:00:00,TS,23.8,-85.8,,,30,1003,El Niño
2016,HERMINE,,2016-08-30 06:00:00,TS,23.8,-86.2,30.0,1003.0,30,1003,El Niño
2016,HERMINE,,2016-08-30 09:00:00,TS,23.8,-86.5,,,30,1003,El Niño
2016,HERMINE,,2016-08-30 12:00:00,TS,23.9,-86.8,30.0,1003.0,30,1003,El Niño
2016,HERMINE,,2016-08-30 15:00:00,TS,23.9,-87.1,,,30,1003,El Niño
2016,HERMINE,,2016-08-30 18:00:00,TS,24.0,-87.3,30.0,1003.0,30,1003,El Niño
2016,HERMINE,,2016-08-30 21:00:00,TS,24.0,-87.6,,,30,1003,El Niño
2016,HERMINE,,2016-08-31 00:00:00,TS,24.1,-87.8,30.0,1003.0,30,1003,El Niño
2016,HERMINE,,2016-08-31 03:00:00,TS,24.2,-87.9,,,33,1003,El Niño
2016,HERMINE,,2016-08-31 06:00:00,TS,24.4,-88.0,35.0,1003.0,35,1003,El Niño
2016,HERMINE,,2016-08-31 09:00:00,TS,24.6,-88.0,,,38,1003,El Niño
2016,HERMINE,,2016-08-31 12:00:00,TS,24.8,-87.9,40.0,1003.0,40,1003,El Niño
2016,HERMINE,,2016-08-31 15:00:00,TS,24.9,-87.8,,,43,1003,El Niño
2016,HERMINE,,2016-08-31 18:00:00,TS,25.1,-87.7,45.0,1002.0,45,1002,El Niño
2016,HERMINE,,2016-08-31 21:00:00,TS,25.3,-87.5,,,48,1001,El Niño
2016,HERMINE,,2016-09-01 00:00:00,TS,25.5,-87.2,50.0,999.0,50,999,El Niño
2016,HERMINE,,2016-09-01 03:00:00,TS,25.7,-87.0,,,53,997,El Niño
2016,HERMINE,,2016-09-01 06:00:00,TS,26.0,-86.8,55.0,995.0,55,995,El Niño
2016,HERMINE,,2016-09-01 09:00:00,TS,26.4,-86.5,,,58,993,El Niño
2016,HERMINE,,2016-09-01 12:00:00,TS,26.9,-86.2,60.0,991.0,60,991,El Niño
2016,HERMINE,,2016-09-01 15:00:00,TS,27.4,-85.9,,,63,990,El Niño
2016,HERMINE,,2016-09-01 18:00:00,TS,27.9,-85.5,65.0,988.0,65,988,El Niño
2016,HERMINE,,2016-09-01 21:00:00,TS,28.4,-85.2,,,68,986,El Niño
2016,HERMINE,,2016-09-02 00:00:00,TS,29.0,-84.8,70.0,983.0,70,983,El Niño
2016,HERMINE,,2016-09-02 03:00:00,TS,29.4,-84.5,,,70,982,El Niño
2016,HERMINE,,2016-09-02 05:30:00,TS,30.1,-84.1,70.0,981.0,70,981,El Niño
2016,HERMINE,,2016-09-02 06:00:00,TS,30.3,-84.0,65.0,982.0,65,982,El Niño
2016,HERMINE,,2016-09-02 08:00:00,TS,30.6,-83.8,60.0,984.0,60,984,El Niño
2016,HERMINE,,2016-09-02 09:00:00,TS,30.8,-83.6,,,58,985,El Niño
2016,HERMINE,,2016-09-02 12:00:00,TS,31.4,-82.8,50.0,989.0,50,989,El Niño
2016,HERMINE,,2016-09-02 15:00:00,TS,31.9,-82.0,,,50,990,El Niño
2016,HERMINE,,2016-09-02 18:00:00,TS,32.4,-81.2,50.0,990.0,50,990,El Niño
2016,HERMINE,,2016-09-02 21:00:00,TS,33.0,-80.2,,,50,991,El Niño
2016,HERMINE,,2016-09-03 00:00:00,TS,33.6,-79.2,50.0,991.0,50,991,El Niño
2016,HERMINE,,2016-09-03 03:00:00,TS,34.3,-78.2,,,53,992,El Niño
2016,HERMINE,,2016-09-03 06:00:00,TS,34.9,-77.2,55.0,993.0,55,993,El Niño
2016,HERMINE,,2016-09-03 09:00:00,TS,35.4,-76.3,,,58,994,El Niño
2016,HERMINE,,2016-09-03 12:00:00,ET,35.8,-75.5,60.0,995.0,60,995,El Niño
2016,HERMINE,,2016-09-03 15:00:00,ET,35.9,-74.8,,,60,996,El Niño
2016,HERMINE,,2016-09-03 18:00:00,ET,36.0,-74.1,60.0,997.0,60,997,El Niño
2016,HERMINE,,2016-09-03 21:00:00,ET,36.1,-73.3,,,60,998,El Niño
2016,HERMINE,,2016-09-04 00:00:00,ET,36.3,-72.6,60.0,998.0,60,998,El Niño
2016,HERMINE,,2016-09-04 03:00:00,ET,36.5,-71.9,,,60,998,El Niño
2016,HERMINE,,2016-09-04 06:00:00,ET,36.7,-71.3,60.0,998.0,60,998,El Niño
2016,HERMINE,,2016-09-04 09:00:00,ET,36.8,-70.7,,,60,998,El Niño
2016,HERMINE,,2016-09-04 12:00:00,ET,36.9,-70.1,60.0,998.0,60,998,El Niño
2016,HERMINE,,2016-09-04 15:00:00,ET,37.0,-69.5,,,60,998,El Niño
2016,HERMINE,,2016-09-04 18:00:00,ET,37.0,-69.0,60.0,998.0,60,998,El Niño
2016,HERMINE,,2016-09-04 21:00:00,ET,37.1,-68.6,,,60,998,El Niño
2016,HERMINE,,2016-09-05 00:00:00,ET,37.2,-68.4,60.0,997.0,60,997,El Niño
2016,HERMINE,,2016-09-05 03:00:00,ET,37.5,-68.2,,,60,997,El Niño
2016,HERMINE,,2016-09-05 06:00:00,ET,37.8,-68.2,60.0,996.0,60,996,El Niño
2016,HERMINE,,2016-09-05 09:00:00,ET,38.2,-68.3,,,58,996,El Niño
2016,HERMINE,,2016-09-05 12:00:00,ET,38.6,-68.5,55.0,995.0,55,995,El Niño
2016,HERMINE,,2016-09-05 15:00:00,ET,38.9,-68.8,,,55,995,El Niño
2016,HERMINE,,2016-09-05 18:00:00,ET,39.2,-69.3,55.0,995.0,55,995,El Niño
2016,HERMINE,,2016-09-05 21:00:00,ET,39.4,-69.8,,,55,995,El Niño
2016,HERMINE,,2016-09-06 00:00:00,ET,39.5,-70.3,55.0,995.0,55,995,El Niño
2016,HERMINE,,2016-09-06 03:00:00,ET,39.6,-70.8,,,53,996,El Niño
2016,HERMINE,,2016-09-06 06:00:00,ET,39.6,-71.2,50.0,996.0,50,996,El Niño
2016,HERMINE,,2016-09-06 09:00:00,ET,39.6,-71.5,,,48,997,El Niño
2016,HERMINE,,2016-09-06 12:00:00,ET,39.5,-71.8,45.0,997.0,45,997,El Niño
2016,HERMINE,,2016-09-06 15:00:00,ET,39.5,-72.1,,,43,998,El Niño
2016,HERMINE,,2016-09-06 18:00:00,ET,39.5,-72.3,40.0,998.0,40,998,El Niño
2016,HERMINE,,2016-09-06 21:00:00,ET,39.4,-72.4,,,38,999,El Niño
2016,HERMINE,,2016-09-07 00:00:00,ET,39.2,-72.5,35.0,1000.0,35,1000,El Niño
2016,HERMINE,,2016-09-07 03:00:00,ET,39.1,-72.5,,,35,1001,El Niño
2016,HERMINE,,2016-09-07 06:00:00,ET,39.0,-72.4,35.0,1002.0,35,1002,El Niño
2016,HERMINE,,2016-09-07 09:00:00,ET,39.1,-72.4,,,33,1003,El Niño
2016,HERMINE,,2016-09-07 12:00:00,ET,39.3,-72.3,30.0,1004.0,30,1004,El Niño
2016,HERMINE,,2016-09-07 15:00:00,ET,39.4,-72.2,,,30,1006,El Niño
2016,HERMINE,,2016-09-07 18:00:00,ET,39.5,-72.1,30.0,1007.0,30,1007,El Niño
2016,HERMINE,,2016-09-07 21:00:00,ET,39.5,-72.0,,,28,1008,El Niño
2016,HERMINE,,2016-09-08 00:00:00,ET,39.6,-71.8,25.0,1008.0,25,1008,El Niño
2016,HERMINE,,2016-09-08 03:00:00,ET,39.7,-71.6,,,25,1009,El Niño
2016,HERMINE,,2016-09-08 06:00:00,ET,39.9,-71.3,25.0,1009.0,25,1009,El Niño
2016,HERMINE,,2016-09-08 09:00:00,ET,40.2,-71.0,,,25,1010,El Niño
2016,HERMINE,,2016-09-08 12:00:00,ET,40.6,-70.7,25.0,1010.0,25,1010,El Niño
2016,HERMINE,,2016-09-08 15:00:00,ET,41.1,-70.4,,,23,1010,El Niño
2016,HERMINE,,2016-09-08 18:00:00,ET,41.7,-70.0,20.0,1010.0,20,1010,El Niño
2014,ARTHUR,,2016-08-28 18:00:00,TS,23.8,-81.4,30.0,1009.0,30,1009,Neutral
2014,ARTHUR,,2016-08-28 21:00:00,TS,23.6,-81.9,,,30,1008,Neutral
2014,ARTHUR,,2016-08-29 00:00:00,TS,23.4,-82.4,30.0,1007.0,30,1007,Neutral
2014,ARTHUR,,2016-08-29 03:00:00,TS,23.4,-82.9,,,30,1007,Neutral
2014,ARTHUR,,2016-08-29 06:00:00,TS,23.4,-83.3,30.0,1007.0,30,1007,Neutral
2014,ARTHUR,,2016-08-29 09:00:00,TS,23.4,-83.7,,,30,1007,Neutral
2014,ARTHUR,,2016-08-29 12:00:00,TS,23.5,-84.0,30.0,1007.0,30,1007,Neutral
2014,ARTHUR,,2016-08-29 15:00:00,TS,23.6,-84.3,,,30,1006,Neutral
2014,ARTHUR,,2016-08-29 18:00:00,TS,23.7,-84.6,30.0,1005.0,30,1005,Neutral
2014,ARTHUR,,2016-08-29 21:00:00,TS,23.8,-85.0,,,30,1004,Neutral
2014,ARTHUR,,2016-08-30 00:00:00,TS,23.8,-85.4,30.0,1003.0,30,1003,Neutral
2014,ARTHUR,,2016-08-30 03:00:00,TS,23.8,-85.8,,,30,1003,Neutral
2014,ARTHUR,,2016-08-30 06:00:00,TS,23.8,-86.2,30.0,1003.0,30,1003,Neutral
2014,ARTHUR,,2016-08-30 09:00:00,TS,23.8,-86.5,,,30,1003,Neutral
2014,ARTHUR,,2016-08-30 12:00:00,TS,23.9,-86.8,30.0,1003.0,30,1003,Neutral
2014,ARTHUR,,2016-08-30 15:00:00,TS,23.9,-87.1,,,30,1003,Neutral
2014,ARTHUR,,2016-08-30 18:00:00,TS,24.0,-87.3,30.0,1003.0,30,1003,Neutral
2014,ARTHUR,,2016-08-30 21:00:00,TS,24.0,-87.6,,,30,1003,Neutral
2014,ARTHUR,,2016-08-31 00:00:00,TS,24.1,-87.8,30.0,1003.0,30,1003,Neutral
2014,ARTHUR,,2016-08-31 03:00:00,TS,24.2,-87.9,,,33,1003,Neutral
2014,ARTHUR,,2016-08-31 06:00:00,TS,24.4,-88.0,35.0,1003.0,35,1003,Neutral
2014,ARTHUR,,2016-08-31 09:00:00,TS,24.6,-88.0,,,38,1003,Neutral
2014,ARTHUR,,2016-08-31 12:00:00,TS,24.8,-87.9,40.0,1003.0,40,1003,Neutral
2014,ARTHUR,,2016-08-31 15:00:00,TS,24.9,-87.8,,,43,1003,Neutral
2014,ARTHUR,,2016-08-31 18:00:00,TS,25.1,-87.7,45.0,1002.0,45,1002,Neutral
2014,ARTHUR,,2016-08-31 21:00:00,TS,25.3,-87.5,,,48,1001,Neutral
2014,ARTHUR,,2016-09-01 00:00:00,TS,25.5,-87.2,50.0,999.0,50,999,Neutral
2014,ARTHUR,,2016-09-01 03:00:00,TS,25.7,-87.0,,,53,997,Neutral
2014,ARTHUR,,2016-09-01 06:00:00,TS,26.0,-86.8,55.0,995.0,55,995,Neutral
2014,ARTHUR,,2016-09-01 09:00:00,TS,26.4,-86.5,,,58,993,Neutral
2014,ARTHUR,,2016-09-01 12:00:00,TS,26.9,-86.2,60.0,991.0,60,991,Neutral
2014,ARTHUR,,2016-09-01 15:00:00,TS,27.4,-85.9,,,63,990,Neutral
2014,ARTHUR,,2016-09-01 18:00:00,TS,27.9,-85.5,65.0,988.0,65,988,Neutral
2014,ARTHUR,,2016-09-01 21:00:00,TS,28.4,-85.2,,,68,986,Neutral
2014,ARTHUR,,2016-09-02 00:00:00,TS,29.0,-84.8,70.0,983.0,70,983,Neutral
2014,ARTHUR,,2016-09-02 03:00:00,TS,29.4,-84.5,,,70,982,Neutral
2014,ARTHUR,,2016-09-02 05:30:00,TS,30.1,-84.1,70.0,981.0,70,981,Neutral
2014,ARTHUR,,2016-09-02 06:00:00,TS,30.3,-84.0,65.0,982.0,65,982,Neutral
2014,ARTHUR,,2016-09-02 08:00:00,TS,30.6,-83.8,60.0,984.0,60,984,Neutral
2014,ARTHUR,,2016-09-02 09:00:00,TS,30.8,-83.6,,,58,985,Neutral
2014,ARTHUR,,2016-09-02 12:00:00,TS,31.4,-82.8,50.0,989.0,50,989,Neutral
2014,ARTHUR,,2016-09-02 15:00:00,TS,31.9,-82.0,,,50,990,Neutral
2014,ARTHUR,,2016-09-02 18:00:00,TS,32.4,-81.2,50.0,990.0,50,990,Neutral
2014,ARTHUR,,2016-09-02 21:00:00,TS,33.0,-80.2,,,50,991,Neutral
2014,ARTHUR,,2016-09-03 00:00:00,TS,33.6,-79.2,50.0,991.0,50,991,Neutral
2014,ARTHUR,,2016-09-03 03:00:00,TS,34.3,-78.2,,,53,992,Neutral
2014,ARTHUR,,2016-09-03 06:00:00,TS,34.9,-77.2,55.0,993.0,55,993,Neutral
2014,ARTHUR,,2016-09-03 09:00:00,TS,35.4,-76.3,,,58,994,Neutral
2014,ARTHUR,,2016-09-03 12:00:00,ET,35.8,-75.5,60.0,995.0,60,995,Neutral
2014,ARTHUR,,2016-09-03 15:00:00,ET,35.9,-74.8,,,60,996,Neutral
2014,ARTHUR,,2016-09-03 18:00:00,ET,36.0,-74.1,60.0,997.0,60,997,Neutral
2014,ARTHUR,,2016-09-03 21:00:00,ET,36.1,-73.3,,,60,998,Neutral
2014,ARTHUR,,2016-09-04 00:00:00,ET,36.3,-72.6,60.0,998.0,60,998,Neutral
2014,ARTHUR,,2016-09-04 03:00:00,ET,36.5,-71.9,,,60,998,Neutral
2014,ARTHUR,,2016-09-04 06:00:00,ET,36.7,-71.3,60.0,998.0,60,998,Neutral
2014,ARTHUR,,2016-09-04 09:00:00,ET,36.8,-70.7,,,60,998,Neutral
2014,ARTHUR,,2016-09-04 12:00:00,ET,36.9,-70.1,60.0,998.0,60,998,Neutral
2014,ARTHUR,,2016-09-04 15:00:00,ET,37.0,-69.5,,,60,998,Neutral
2014,ARTHUR,,2016-09-04 18:00:00,ET,37.0,-69.0,60.0,998.0,60,998,Neutral
2014,ARTHUR,,2016-09-04 21:00:00,ET,37.1,-68.6,,,60,998,Neutral
2014,ARTHUR,,2016-09-05 00:00:00,ET,37.2,-68.4,60.0,997.0,60,997,Neutral
2014,ARTHUR,,2016-09-05 03:00:00,ET,37.5,-68.2,,,60,997,Neutral
2014,ARTHUR,,2016-09-05 06:00:00,ET,37.8,-68.2,60.0,996.0,60,996,Neutral
2014,ARTHUR,,2016-09-05 09:00:00,ET,38.2,-68.3,,,58,996,Neutral
2014,ARTHUR,,2016-09-05 12:00:00,ET,38.6,-68.5,55.0,995.0,55,995,Neutral
2014,ARTHUR,,2016-09-05 15:00:00,ET,38.9,-68.8,,,55,995,Neutral
2014,ARTHUR,,2016-09-05 18:00:00,ET,39.2,-69.3,55.0,995.0,55,995,Neutral
2014,ARTHUR,,2016-09-05 21:00:00,ET,39.4,-69.8,,,55,995,Neutral
2014,ARTHUR,,2016-09-06 00:00:00,ET,39.5,-70.3,55.0,995.0,55,995,Neutral
2014,ARTHUR,,2016-09-06 03:00:00,ET,39.6,-70.8,,,53,996,Neutral
2014,ARTHUR,,2016-09-06 06:00:00,ET,39.6,-71.2,50.0,996.0,50,996,Neutral
2014,ARTHUR,,2016-09-06 09:00:00,ET,39.6,-71.5,,,48,997,Neutral
2014,ARTHUR,,2016-09-06 12:00:00,ET,39.5,-71.8,45.0,997.0,45,997,Neutral
2014,ARTHUR,,2016-09-06 15:00:00,ET,39.5,-72.1,,,43,998,Neutral
2014,ARTHUR,,2016-09-06 18:00:00,ET,39.5,-72.3,40.0,998.0,40,998,Neutral
2014,ARTHUR,,2016-09-06 21:00:00,ET,39.4,-72.4,,,38,999,Neutral
2014,ARTHUR,,2016-09-07 00:00:00,ET,39.2,-72.5,35.0,1000.0,35,1000,Neutral
2014,ARTHUR,,2016-09-07 03:00:00,ET,39.1,-72.5,,,35,1001,Neutral
2014,ARTHUR,,2016-09-07 06:00:00,ET,39.0,-72.4,35.0,1002.0,35,1002,Neutral
2014,ARTHUR,,2016-09-07 09:00:00,ET,39.1,-72.4,,,33,1003,Neutral
2014,ARTHUR,,2016-09-07 12:00:00,ET,39.3,-72.3,30.0,1004.0,30,1004,Neutral
2014,ARTHUR,,2016-09-07 15:00:00,ET,39.4,-72.2,,,30,1006,Neutral
2014,ARTHUR,,2016-09-07 18:00:00,ET,39.5,-72.1,30.0,1007.0,30,1007,Neutral
2014,ARTHUR,,2016-09-07 21:00:00,ET,39.5,-72.0,,,28,1008,Neutral
2014,ARTHUR,,2016-09-08 00:00:00,ET,39.6,-71.8,25.0,1008.0,25,1008,Neutral
2014,ARTHUR,,2016-09-08 03:00:00,ET,39.7,-71.6,,,25,1009,Neutral
2014,ARTHUR,,2016-09-08 06:00:00,ET,39.9,-71.3,25.0,1009.0,25,1009,Neutral
2014,ARTHUR,,2016-09-08 09:00:00,ET,40.2,-71.0,,,25,1010,Neutral
2014,ARTHUR,,2016-09-08 12:00:00,ET,40.6,-70.7,25.0,1010.0,25,1010,Neutral
2014,ARTHUR,,2016-09-08 15:00:00,ET,41.1,-70.4,,,23,1010,Neutral
2014,ARTHUR,,2016-09-08 18:00:00,ET,41.7,-70.0,20.0,1010.0,20,1010,Neutral
2005,WILMA,,2005-10-15 18:00:00,TS,17.6,-78.5,25.0,1004.0,25,1004,Neutral
2005,WILMA,,2005-10-15 21:00:00,TS,17.6,-78.7,,,25,1004,Neutral
2005,WILMA,,2005-10-16 00:00:00,TS,17.6,-78.8,25.0,1004.0,25,1004,Neutral
2005,WILMA,,2005-10-16 03:00:00,TS,17.5,-78.9,,,28,1004,Neutral
2005,WILMA,,2005-10-16 06:00:00,TS,17.5,-79.0,30.0,1003.0,30,1003,Neutral
2005,WILMA,,2005-10-16 09:00:00,TS,17.5,-79.1,,,30,1003,Neutral
2005,WILMA,,2005-10-16 12:00:00,TS,17.5,-79.2,30.0,1003.0,30,1003,Neutral
2005,WILMA,,2005-10-16 15:00:00,TS,17.5,-79.3,,,30,1003,Neutral
2005,WILMA,,2005-10-16 18:00:00,TS,17.5,-79.4,30.0,1002.0,30,1002,Neutral
2005,WILMA,,2005-10-16 21:00:00,TS,17.5,-79.5,,,30,1002,Neutral
2005,WILMA,,2005-10-17 00:00:00,TS,17.4,-79.6,30.0,1001.0,30,1001,Neutral
2005,WILMA,,2005-10-17 03:00:00,TS,17.2,-79.6,,,33,1001,Neutral
2005,WILMA,,2005-10-17 06:00:00,TS,16.9,-79.6,35.0,1000.0,35,1000,Neutral
2005,WILMA,,2005-10-17 09:00:00,TS,16.6,-79.6,,,38,1000,Neutral
2005,WILMA,,2005-10-17 12:00:00,TS,16.3,-79.7,40.0,999.0,40,999,Neutral
2005,WILMA,,2005-10-17 15:00:00,TS,16.1,-79.7,,,43,998,Neutral
2005,WILMA,,2005-10-17 18:00:00,TS,16.0,-79.8,45.0,997.0,45,997,Neutral
2005,WILMA,,2005-10-17 21:00:00,TS,15.9,-79.9,,,50,993,Neutral
2005,WILMA,,2005-10-18 00:00:00,TS,15.8,-79.9,55.0,988.0,55,988,Neutral
2005,WILMA,,2005-10-18 03:00:00,TS,15.7,-79.9,,,58,985,Neutral
2005,WILMA,,2005-10-18 06:00:00,TS,15.7,-79.9,60.0,982.0,60,982,Neutral
2005,WILMA,,2005-10-18 09:00:00,TS,15.9,-80.0,,,63,981,Neutral
2005,WILMA,,2005-10-18 12:00:00,TS,16.2,-80.3,65.0,979.0,65,979,Neutral
2005,WILMA,,2005-10-18 15:00:00,TS,16.4,-80.7,,,70,977,Neutral
2005,WILMA,,2005-10-18 18:00:00,TS,16.6,-81.1,75.0,975.0,75,975,Neutral
2005,WILMA,,2005-10-18 21:00:00,TS,16.6,-81.5,,,103,961,Neutral
2005,WILMA,,2005-10-19 00:00:00,TS,16.6,-81.8,130.0,946.0,130,946,Neutral
2005,WILMA,,2005-10-19 03:00:00,TS,16.8,-82.0,,,140,919,Neutral
2005,WILMA,,2005-10-19 06:00:00,TS,17.0,-82.2,150.0,892.0,150,892,Neutral
2005,WILMA,,2005-10-19 09:00:00,TS,17.2,-82.5,,,155,887,Neutral
2005,WILMA,,2005-10-19 12:00:00,TS,17.3,-82.8,160.0,882.0,160,882,Neutral
2005,WILMA,,2005-10-19 15:00:00,TS,17.3,-83.1,,,150,887,Neutral
2005,WILMA,,2005-10-19 18:00:00,TS,17.4,-83.4,140.0,892.0,140,892,Neutral
2005,WILMA,,2005-10-19 21:00:00,TS,17.6,-83.7,,,138,892,Neutral
2005,WILMA,,2005-10-20 00:00:00,TS,17.9,-84.0,135.0,892.0,135,892,Neutral
2005,WILMA,,2005-10-20 03:00:00,TS,18.0,-84.4,,,133,897,Neutral
2005,WILMA,,2005-10-20 06:00:00,TS,18.1,-84.7,130.0,901.0,130,901,Neutral
2005,WILMA,,2005-10-20 09:00:00,TS,18.2,-85.0,,,130,906,Neutral
2005,WILMA,,2005-10-20 12:00:00,TS,18.3,-85.2,130.0,910.0,130,910,Neutral
2005,WILMA,,2005-10-20 15:00:00,TS,18.4,-85.4,,,130,914,Neutral
2005,WILMA,,2005-10-20 18:00:00,TS,18.6,-85.5,130.0,917.0,130,917,Neutral
2005,WILMA,,2005-10-20 21:00:00,TS,18.8,-85.6,,,130,921,Neutral
2005,WILMA,,2005-10-21 00:00:00,TS,19.1,-85.8,130.0,924.0,130,924,Neutral
2005,WILMA,,2005-10-21 03:00:00,TS,19.3,-86.0,,,130,927,Neutral
2005,WILMA,,2005-10-21 06:00:00,TS,19.5,-86.1,130.0,930.0,130,930,Neutral
2005,WILMA,,2005-10-21 09:00:00,TS,19.8,-86.2,,,128,930,Neutral
2005,WILMA,,2005-10-21 12:00:00,TS,20.1,-86.4,125.0,929.0,125,929,Neutral
2005,WILMA,,2005-10-21 15:00:00,TS,20.2,-86.6,,,123,928,Neutral
2005,WILMA,,2005-10-21 18:00:00,TS,20.3,-86.7,120.0,926.0,120,926,Neutral
2005,WILMA,,2005-10-21 21:00:00,TS,20.6,-86.8,,,128,927,Neutral
2005,WILMA,,2005-10-21 21:45:00,TS,20.6,-86.8,130.0,927.0,130,927,Neutral
2005,WILMA,,2005-10-22 00:00:00,TS,20.6,-86.8,120.0,930.0,120,930,Neutral
2005,WILMA,,2005-10-22 03:00:00,TS,20.8,-86.9,,,116,933,Neutral
2005,WILMA,,2005-10-22 03:30:00,TS,20.8,-86.9,115.0,933.0,115,933,Neutral
2005,WILMA,,2005-10-22 06:00:00,TS,20.8,-87.0,110.0,935.0,110,935,Neutral
2005,WILMA,,2005-10-22 09:00:00,TS,20.9,-87.1,,,105,941,Neutral
2005,WILMA,,2005-10-22 12:00:00,TS,21.0,-87.1,100.0,947.0,100,947,Neutral
2005,WILMA,,2005-10-22 15:00:00,TS,21.1,-87.1,,,93,953,Neutral
2005,WILMA,,2005-10-22 18:00:00,TS,21.3,-87.1,85.0,958.0,85,958,Neutral
2005,WILMA,,2005-10-22 21:00:00,TS,21.5,-87.1,,,85,959,Neutral
2005,WILMA,,2005-10-23 00:00:00,TS,21.6,-87.0,85.0,960.0,85,960,Neutral
2005,WILMA,,2005-10-23 03:00:00,TS,21.7,-86.9,,,85,961,Neutral
2005,WILMA,,2005-10-23 06:00:00,TS,21.8,-86.8,85.0,962.0,85,962,Neutral
2005,WILMA,,2005-10-23 09:00:00,TS,22.1,-86.5,,,85,962,Neutral
2005,WILMA,,2005-10-23 12:00:00,TS,22.4,-86.1,85.0,961.0,85,961,Neutral
2005,WILMA,,2005-10-23 15:00:00,TS,22.7,-85.8,,,88,962,Neutral
2005,WILMA,,2005-10-23 18:00:00,TS,23.1,-85.4,90.0,963.0,90,963,Neutral
2005,WILMA,,2005-10-23 21:00:00,TS,23.5,-84.9,,,93,961,Neutral
2005,WILMA,,2005-10-24 00:00:00,TS,24.0,-84.3,95.0,958.0,95,958,Neutral
2005,WILMA,,2005-10-24 03:00:00,TS,24.5,-83.8,,,103,956,Neutral
